Season,Name,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2019,"Adrian Sampson","TEX",125.1,563,5.8883,156,38,6,86,82,29,36,1,9,101,0.302325581,0.357015985,0.567829457,0.38160948948503814,13339
2019,"Luis Cessa","NYY",81,343,4.1111,75,13,1,42,37,14,31,1,3,75,0.245901639,0.317784256,0.432786885,0.31648298209173636,13345
2019,"Hoby Milner","TBR",3.2,17,7.3636,4,3,0,3,3,0,1,0,1,3,0.266666666,0.352941176,0.466666666,0.348771193448235,13346
2019,"Luke Maile","TOR",2,8,0,1,0,0,0,0,0,0,0,1,3,0.142857142,0.25,0.142857142,0.19860289990901947,13355
2019,"Cam Bedrosian","LAA",61.1,258,3.2283,48,5,2,30,22,7,22,0,3,64,0.206896551,0.282945736,0.336206896,0.2698793741621712,13360
2019,"Steven Matz","NYM",160.1,691,4.21,163,32,4,83,75,27,52,7,7,153,0.260383386,0.32361516,0.453674121,0.32470586399968837,13361
2019,"Brady Rodgers","HOU",5,25,16.2,7,1,0,9,9,4,3,0,0,4,0.318181818,0.4,0.909090909,0.5113962650299072,13393
2019,"Dylan Floro","LAD",46.2,201,4.2429,46,8,1,25,22,4,14,5,2,42,0.252747252,0.311557788,0.373626373,0.28540513226666403,13394
2019,"Sam Selman","SFG",10.1,44,4.3549,6,1,0,5,5,2,6,0,2,10,0.171428571,0.325581395,0.371428571,0.30894783901613815,13397
2019,"Felix Pena","LAA",96.1,407,4.5779,80,19,0,56,49,16,34,0,6,101,0.218579234,0.294840294,0.401639344,0.2974615063362684,13403
2019,"Matt Koch","ARI",20.2,96,9.1451,29,8,0,21,21,8,4,0,5,9,0.333333333,0.395833333,0.701149425,0.44699744259317714,13420
2019,"Drew VerHagen","DET",58,258,5.8966,70,15,2,40,38,9,23,1,4,51,0.304347826,0.375968992,0.504347826,0.36999953813589964,13424
2019,"Marcus Stroman","2 Tms",184.1,774,3.2224,183,32,2,77,66,18,58,1,1,159,0.257383966,0.313471502,0.383966244,0.2994649673095782,13431
2019,"Mike Morin","2 Tms",50.2,210,4.6184,46,10,0,29,26,6,10,0,4,26,0.238341968,0.288461538,0.383419689,0.28688406428465474,13442
2019,"Taylor Rogers","MIN",69,278,2.6087,58,9,0,20,20,8,11,2,6,90,0.224806201,0.272727272,0.352713178,0.2661102955594604,13449
2019,"Lucas Sims","CIN",43,177,4.6047,31,7,1,22,22,8,19,0,2,57,0.201298701,0.295454545,0.415584415,0.3020459660752253,13470
2019,"Daniel Norris","DET",144.1,610,4.4896,154,28,4,75,72,25,38,0,4,125,0.275,0.323966942,0.473214285,0.33410086208138584,13475
2019,"Connor Sadzeck","SEA",23.2,107,2.662,18,4,0,10,7,3,15,1,2,27,0.2,0.327102803,0.344444444,0.29578773536772096,13483
2019,"Sam Tuivailala","SEA",23,94,2.3478,13,3,1,6,6,1,11,0,2,27,0.1625,0.276595744,0.2625,0.2458199326028215,13485
2019,"Tom Murphy","SEA",3,11,6,1,1,0,2,2,0,1,0,0,2,0.125,0.181818181,0.25,0.17335988174785266,13499
2019,"Brandon Brennan","SEA",47.1,196,4.5634,34,8,0,25,24,6,24,4,0,47,0.201183431,0.295918367,0.355029585,0.27379461253682774,13527
2019,"Matt Bowman","CIN",32,137,3.6563,27,8,0,15,13,2,13,3,0,25,0.221311475,0.291970802,0.336065573,0.26342279386164535,13528
2019,"Blake Snell","TBR",107,441,4.2897,96,18,0,53,51,14,40,1,1,147,0.240601503,0.310657596,0.390977443,0.3007932447574355,13543
2019,"Roman Quinn","PHI",3.1,19,8.1001,7,1,0,3,3,0,3,1,0,1,0.4375,0.526315789,0.5,0.434160934554206,13546
2019,"Richard Rodriguez","PIT",65.1,285,3.7194,65,5,0,30,27,14,23,3,2,63,0.251937984,0.316901408,0.434108527,0.31488641513199994,13549
2019,"Jose Peraza","CIN",1.1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.21740181744098663,13593
2019,"Robert Stephenson","CIN",64.2,262,3.7577,43,15,2,30,27,9,24,4,0,81,0.182203389,0.25670498,0.377118644,0.262074055606753,13594
2019,"Humberto Arteaga","KCR",1.2,8,5.3999,2,0,0,1,1,1,1,0,0,0,0.285714285,0.375,0.714285714,0.4374297335743904,13595
2019,"Carl Edwards Jr.","2 Tms",17,78,8.4706,12,1,0,17,16,3,13,0,1,19,0.19047619,0.333333333,0.349206349,0.30365609129269916,13607
2019,"Taylor Guerrieri","TEX",26.1,123,5.8101,26,4,3,19,17,3,22,0,2,27,0.262626262,0.406504065,0.454545454,0.3724466552579306,13616
2019,"Jakob Junis","KCR",175.1,771,5.2357,192,37,2,108,102,31,58,1,11,164,0.275862068,0.338961038,0.468390804,0.3401176513248984,13619
2019,"Josh D. Smith","2 Tms",12.2,64,6.3948,11,4,1,9,9,0,11,2,3,14,0.224489795,0.390625,0.346938775,0.322316357204991,13629
2019,"Clay Holmes","PIT",50,240,5.58,45,9,1,36,31,5,36,1,9,56,0.231958762,0.376569037,0.365979381,0.33150480149172934,13649
2019,"Tayler Scott","2 Tms",16.1,93,14.3265,31,4,0,28,26,6,11,0,4,14,0.397435897,0.494623655,0.679487179,0.48640569115197785,13652
2019,"Corey Oswalt","NYM",6.2,34,12.1499,9,4,0,9,9,1,6,1,0,5,0.321428571,0.44117647,0.571428571,0.41624528711492365,13677
2019,"John Gant","STL",66.1,269,3.6633,51,11,1,29,27,4,34,1,0,60,0.217021276,0.31598513,0.323404255,0.2831583545723958,13684
2019,"Nick Goody","CLE",40.2,173,3.541,30,5,1,18,16,7,22,1,0,50,0.201342281,0.300578034,0.389261744,0.2934220769377642,13685
2019,"Sal Romano","CIN",16.1,77,7.7143,22,8,0,14,14,4,8,1,1,16,0.328358208,0.402597402,0.626865671,0.41761589599283117,13690
2019,"Robert Gsellman","NYM",63.2,277,4.6649,64,18,1,36,33,7,23,2,6,60,0.261224489,0.336956521,0.428571428,0.3243148905517411,13696
2019,"Jake Faria","2 Tms",18.2,95,6.75,28,7,0,15,14,5,12,0,1,19,0.345679012,0.431578947,0.61728395,0.4329557487839147,13699
2019,"Kyle Barraclough","2 Tms",33.2,164,5.6139,38,7,0,24,21,9,21,2,2,40,0.273381294,0.374233128,0.517985611,0.3705457241638847,13713
2019,"Jacob Stallings","PIT",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13723
2019,"Max Fried","ATL",165.2,702,4.0201,174,33,0,80,74,21,47,3,5,173,0.270186335,0.323782234,0.419254658,0.31539868579494007,13743
2019,"Tyler Duffey","MIN",57.2,238,2.4971,44,6,0,23,16,8,14,1,3,82,0.200913242,0.257383966,0.337899543,0.25438969645459775,13758
2019,"Chris Stratton","2 Tms",76,344,5.5658,93,21,2,50,47,13,33,1,0,69,0.3,0.366279069,0.506451612,0.36582794950585323,13761
2019,"Dominic Leone","STL",40.2,180,5.5328,39,9,0,28,25,9,22,2,0,46,0.25,0.340782122,0.48076923,0.3416578833666225,13763
2019,"Roberto Osuna","HOU",65,253,2.6308,45,5,1,20,19,8,12,0,2,73,0.189873417,0.234126984,0.320675105,0.23733498581818172,13764
2019,"JT Chargois","LAD",21.1,88,6.3281,21,4,1,16,15,4,5,2,2,28,0.272727272,0.318181818,0.506493506,0.32672580452852473,13767
2019,"Zach Eflin","PHI",163.1,705,4.1327,172,34,0,88,75,28,48,5,6,129,0.267912772,0.323319027,0.451713395,0.32468062278516696,13774
2019,"Daniel Stumpf","DET",29,135,4.3448,35,6,1,18,14,5,15,1,0,28,0.301724137,0.373134328,0.5,0.3623441453266861,13780
2019,"Alex Wood","CIN",35.2,153,5.8037,41,9,0,25,23,11,9,0,1,30,0.290780141,0.337748344,0.588652482,0.380652277674896,13781
2019,"Matt Strahm","SDP",114.2,487,4.7093,121,27,1,61,60,22,22,4,7,118,0.267108167,0.310559006,0.476821192,0.3262018194278247,13799
2019,"Austin Adams","2 Tms",32,130,3.9375,20,5,0,14,14,4,16,0,1,53,0.178571428,0.284615384,0.330357142,0.2705467178271367,13801
2019,"Walker Lockett","NYM",22.2,103,8.3382,33,5,1,21,21,6,6,0,1,16,0.347368421,0.392156862,0.610526315,0.41541459396773694,13804
2019,"Kevin Plawecki","CLE",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13807
2019,"Alec Mills","CHC",36,152,2.75,31,5,1,11,11,5,11,0,7,42,0.231343283,0.322368421,0.395522388,0.3113810086720868,13834
2019,"Paul Sewald","NYM",19.2,80,4.5763,18,6,0,10,10,3,3,0,1,22,0.243243243,0.278481012,0.445945945,0.3004450420790081,13892
2019,"Chris Flexen","NYM",13.2,70,6.5853,15,6,0,12,10,1,13,2,0,10,0.267857142,0.4,0.428571428,0.34984733777887683,13896
2019,"Scott Oberg","COL",56,223,2.25,39,2,1,18,14,5,23,2,0,58,0.195979899,0.278026905,0.291457286,0.24938477029627804,13911
2019,"Brent Suter","MIL",18.1,65,0.4909,10,2,1,1,1,1,1,0,0,15,0.15625,0.169230769,0.265625,0.1816895081446721,13942
2019,"Tim Peterson","NYM",7.1,35,4.9091,7,1,0,4,4,1,7,1,1,3,0.259259259,0.428571428,0.407407407,0.36368292920729695,13946
2019,"Ryan Dull","3 Tms",12.2,71,12.7895,25,10,0,19,18,5,7,0,1,15,0.409836065,0.471428571,0.819672131,0.5158810368606023,13974
2019,"Ryan Garton","SEA",3,14,12,4,1,0,4,4,2,1,0,0,1,0.307692307,0.357142857,0.846153846,0.47540272559438435,14016
2019,"Michael Wacha","STL",126.2,562,4.7605,143,25,1,71,67,26,55,4,3,104,0.290060851,0.361510791,0.503042596,0.3602726228427196,14078
2019,"Branden Kline","BAL",41,183,5.9268,44,10,0,28,27,9,19,0,1,34,0.275,0.35359116,0.50625,0.3602069616317749,14101
2019,"Kevin Gausman","2 Tms",102.1,451,5.7166,113,22,1,71,65,15,32,3,5,114,0.281795511,0.337837837,0.453865336,0.33157332116514104,14107
2019,"Jose Rondon","CHW",1,5,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.3478429079055786,14140
2019,"Daniel Robertson","TBR",1,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.2898690899213155,14145
2019,"Chris Mazza","NYM",16.1,74,5.5102,21,9,1,10,10,0,5,0,4,11,0.328125,0.405405405,0.5,0.38341904572538427,14151
2019,"Jose Berrios","MIN",200.1,842,3.6839,194,35,3,94,82,26,51,0,9,195,0.250645994,0.302380952,0.404392764,0.3003870710730553,14168
2019,"Kyle Zimmer","KCR",18.1,102,10.8,28,8,1,22,22,2,19,0,0,18,0.337349397,0.460784313,0.530120481,0.4219639248707715,14169
2019,"Josh Hader","MIL",75.2,289,2.6167,41,7,2,24,22,15,20,2,4,138,0.154716981,0.224913494,0.366037735,0.24652686413987587,14212
2019,"Ray Black","2 Tms",16,70,5.0625,14,0,1,9,9,5,9,0,1,18,0.233333333,0.342857142,0.516666666,0.3587917217186519,14244
2019,"Brian Johnson","BOS",40.1,193,6.0248,53,17,1,29,27,6,23,3,0,31,0.31547619,0.397905759,0.535714285,0.38762778836361905,14272
2019,"Luke Bard","LAA",49,199,4.7755,41,6,0,27,26,8,13,1,5,40,0.227777777,0.296482412,0.394444444,0.29381456519618177,14288
2019,"Wandy Peralta","2 Tms",39.2,172,5.6723,40,6,0,25,25,11,16,3,2,32,0.264900662,0.337209302,0.523178807,0.3493970995824012,14295
2019,"Frankie Montas","OAK",96,394,2.625,84,23,1,35,28,8,23,1,4,103,0.230136986,0.281725888,0.364383561,0.27560178499488736,14309
2019,"Joel Payamps","ARI",4,17,4.5,4,0,0,2,2,0,3,0,0,3,0.307692307,0.4375,0.307692307,0.3468320369720459,14332
2019,"Williams Jerez","2 Tms",10.1,48,4.3548,12,2,1,5,5,2,9,0,0,9,0.307692307,0.4375,0.564102564,0.41961077973246574,14338
2019,"Caleb Frare","CHW",2.2,14,10.1249,2,0,0,3,3,1,4,0,0,3,0.2,0.428571428,0.5,0.3978800986494337,14353
2019,"Ty Blach","2 Tms",27,139,12,46,10,1,37,36,8,17,0,0,20,0.37704918,0.45323741,0.672131147,0.4634989135556941,14361
2019,"Tyler Glasnow","TBR",60.2,230,1.7802,40,5,1,13,12,4,14,0,0,76,0.186046511,0.234782608,0.274418604,0.2222731388133505,14374
2019,"Amir Garrett","CIN",56,246,3.2143,44,9,0,22,20,7,35,1,4,78,0.212560386,0.337398373,0.357487922,0.30703106461739055,14375
2019,"Wei-Chung Wang","2 Tms",31,129,3.7742,27,5,0,13,13,4,14,0,1,18,0.238938053,0.325581395,0.38938053,0.30912973021352014,14382
2019,"Yohander Mendez","TEX",4.2,21,5.7857,4,0,0,3,3,2,5,0,0,8,0.25,0.428571428,0.625,0.4318932976041521,14391
2019,"Hyun-Jin Ryu","LAD",182.2,723,2.3157,160,35,0,53,47,17,24,2,4,163,0.233576642,0.262937062,0.359124087,0.26302424737815266,14444
2019,"Adam Conley","MIA",60.2,283,6.5275,76,17,3,45,44,10,29,6,3,53,0.307692307,0.385714285,0.522267206,0.37482501577286825,14457
2019,"Matt Ramsey","LAA",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14460
2019,"J.B. Wendelken","OAK",32.2,131,3.5816,21,6,1,14,13,2,9,2,2,34,0.177966101,0.246153846,0.296610169,0.22979572974145412,14506
2019,"Randy Rosario","2 Tms",14.1,63,4.3953,15,4,0,9,7,2,5,0,0,13,0.258620689,0.317460317,0.431034482,0.3178359828298054,14508
2019,"Dereck Rodriguez","SFG",99,439,5.6364,108,21,2,74,62,21,36,0,2,71,0.271356783,0.334862385,0.492462311,0.34697737660976724,14509
2019,"Thyago Vieira","CHW",7,37,9,11,1,0,8,7,0,5,0,0,8,0.34375,0.432432432,0.375,0.3611948490142822,14510
2019,"Jose Leclerc","TEX",68.2,299,4.3252,52,16,2,34,33,7,39,1,6,100,0.208835341,0.327702702,0.373493975,0.30551624964859525,14524
2019,"Jorge Lopez","KCR",123.2,548,6.3315,140,26,2,94,87,27,42,0,10,109,0.286298568,0.350364963,0.513292433,0.3597808775022952,14527
2019,"Carlos Estevez","COL",72,308,3.75,70,20,0,34,30,12,23,1,1,81,0.25,0.306188925,0.45,0.3155506153901418,14542
2019,"Jose Ruiz","CHW",40,198,5.625,56,10,0,27,25,6,24,2,2,35,0.335329341,0.42051282,0.502994011,0.38970497543947685,14552
2019,"James Hoyt","CLE",8.1,32,2.16,6,0,1,2,2,2,2,0,0,10,0.2,0.25,0.466666666,0.29367182590067387,14605
2019,"Rowan Wick","CHC",33.1,140,2.43,22,6,0,13,9,0,16,1,3,35,0.183333333,0.294964028,0.233333333,0.24438961476519488,14646
2019,"Chi Chi Gonzalez","COL",63,278,5.2857,59,13,1,39,37,11,33,0,1,46,0.245833333,0.338181818,0.445833333,0.3336222863197327,14663
2019,"Jandel Gustave","SFG",24.1,99,2.9589,18,4,0,11,8,1,9,0,0,14,0.209302325,0.275510204,0.290697674,0.24820140734010812,14665
2019,"Dillon Maples","CHC",11.2,54,5.4,6,0,0,7,7,2,10,0,4,18,0.15,0.37037037,0.3,0.3173575931125217,14672
2019,"Duane Underwood Jr.","CHC",11.2,51,5.4,13,4,1,7,7,2,3,0,1,13,0.276595744,0.333333333,0.531914893,0.35848014611823886,14677
2019,"Luis Perdomo","SDP",72,296,4,69,13,1,34,32,6,18,1,2,55,0.251824817,0.302721088,0.372262773,0.28930737602019063,14682
2019,"Keone Kela","PIT",29.2,119,2.1236,19,9,0,7,7,3,11,0,1,33,0.177570093,0.260504201,0.345794392,0.2619184235564801,14696
2019,"Anthony Banda","TBR",4,18,6.75,6,4,0,3,3,0,0,0,0,2,0.333333333,0.333333333,0.555555555,0.3669928510983785,14706
2019,"Brady Lail","NYY",2.2,10,10.1249,2,0,0,3,3,1,1,0,0,2,0.222222222,0.3,0.555555555,0.34994378685951233,14707
2019,"Edwin Diaz","NYM",58,254,5.5862,58,10,0,36,36,15,22,3,4,99,0.257777777,0.33201581,0.502222222,0.34379673027992247,14710
2019,"Ty Buttrey","LAA",72.1,309,3.9816,69,10,1,34,32,8,23,0,5,84,0.247311827,0.313915857,0.376344086,0.29826913547361555,14719
2019,"Jose Manuel Fernandez","DET",3.2,23,17.1817,6,2,0,8,7,1,5,1,1,2,0.375,0.52173913,0.6875,0.4755491018295288,14733
2019,"Paul Blackburn","OAK",11,57,10.6364,19,3,1,14,13,3,4,0,1,8,0.38,0.428571428,0.66,0.44488031204257694,14739
2019,"Tyler Olson","CLE",30.2,140,4.4022,34,10,0,15,15,3,16,2,2,28,0.280991735,0.371428571,0.438016528,0.34311273780421936,14741
2019,"Wes Parsons","2 Tms",34.2,157,5.4519,32,3,1,24,21,6,29,2,2,26,0.264462809,0.406451612,0.454545454,0.3661697253682255,14764
2019,"Julio Urias","LAD",79.2,326,2.4854,59,9,3,28,22,7,27,1,5,85,0.201365187,0.279141104,0.324232081,0.26289785916988667,14765
2019,"Emilio Pagan","TBR",70,267,2.3143,45,6,3,19,18,12,13,1,1,96,0.178571428,0.220973782,0.369047619,0.24449168806685542,14771
2019,"Ryan Eades","2 Tms",11.1,50,2.3823,11,3,0,3,3,2,6,0,1,10,0.255813953,0.36,0.465116279,0.3521538269519806,14808
2019,"Kyle Farmer","CIN",1.1,5,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.1739214539527893,14813
2019,"Buck Farmer","DET",67.2,288,3.7241,62,14,3,32,28,8,24,2,5,73,0.247011952,0.320422535,0.422310756,0.3123924165752763,14814
2019,"Dylan Covey","CHW",58.2,280,7.9773,75,13,0,54,52,12,28,2,3,41,0.306122448,0.38267148,0.506122448,0.37336994929747147,14825
2019,"Michael Lorenzen","CIN",83.1,343,2.916,68,12,1,29,27,9,28,1,2,85,0.221498371,0.289085545,0.355048859,0.27710984761898333,14843
2019,"Joe Mantiply","NYY",3,14,9,3,0,1,3,3,1,2,0,0,2,0.25,0.357142857,0.666666666,0.40848198533058167,14857
2019,"Zack Godley","2 Tms",92,407,5.9674,96,20,4,62,61,14,42,2,5,70,0.27118644,0.354838709,0.468926553,0.3472517016819885,14862
2019,"Nick Rumbelow","SEA",1.1,9,27.0007,3,0,0,4,4,2,1,0,0,2,0.375,0.444444444,1.125,0.6043304403622946,14867
2019,"Caleb Smith","MIA",153.1,646,4.5196,128,29,2,82,77,33,60,2,6,168,0.223385689,0.301242236,0.453752181,0.31519194035515236,14875
2019,"Taylor Williams","MIL",14.2,73,9.8182,22,4,0,17,16,1,7,2,2,15,0.34375,0.424657534,0.453125,0.37294958930620004,14899
2019,"Jon Gray","COL",150,637,3.84,147,34,5,70,64,19,56,4,4,150,0.259259259,0.328571428,0.43738977,0.3227317419867165,14916
2019,"Ben Lively","KCR",1,6,27,3,0,0,3,3,1,0,0,0,1,0.5,0.5,1,0.6131251056989034,14932
2019,"Rookie Davis","PIT",10.2,51,6.75,12,4,0,8,8,3,8,0,0,10,0.3,0.408163265,0.625,0.41950321319151895,14962
2019,"Reyes Moronta","SFG",56.2,246,2.8588,41,9,0,19,18,4,33,1,3,70,0.197115384,0.314285714,0.298076923,0.2758368754484614,14966
2019,"Victor Caratini","CHC",2,9,9,2,0,0,2,2,1,1,0,0,0,0.25,0.333333333,0.625,0.3888264298439026,14968
2019,"Tyler Webb","STL",55,221,3.7636,33,5,2,23,23,7,23,3,2,48,0.171875,0.264840182,0.328125,0.2522452062478772,14974
2019,"Giovanny Gallegos","STL",74,279,2.3108,44,10,1,19,19,9,16,2,3,93,0.169884169,0.225806451,0.32046332,0.2304831319337287,14986
